"Forest"
"begin.mrk"
"blank.bmp","blank.bmp"
20,10,8
"Forest.mid"
20,20
0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|9,,,,,0,|9,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|8,oldman.dat:1:0,,,0|7,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,2|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
